,Event,FP1,FP2,F3,F4,F7,F8,C3,C4,P3,P4,O1,O2,T3,T4,T5,T6,FZ,CZ,PZ
540,0,12.3,7.3,24.9,1.0,20.0,2.8,4.6,-5.4,12.6,-3.2,12.6,13.3,4.0,-4.2,16.7,15.3,0.6,9.7,167.2
541,0,12.8,8.2,27.1,3.2,19.5,3.2,4.1,-5.3,12.1,-5.5,10.3,6.9,4.0,-6.0,15.6,13.2,3.2,10.6,165.2
542,0,14.2,9.8,27.0,7.2,19.0,5.5,2.4,-2.6,8.6,-4.9,4.4,-2.2,3.0,-3.2,11.6,15.4,5.2,11.5,163.7
543,0,15.2,11.1,26.3,10.7,18.1,7.7,2.3,1.5,7.9,-0.5,3.3,1.4,1.8,0.7,9.2,20.5,6.7,13.7,166.7
544,0,15.4,10.9,25.1,10.2,17.0,6.7,4.3,3.2,10.9,3.1,5.1,12.3,3.4,1.7,10.4,22.6,6.6,15.6,170.6
545,0,14.5,8.3,22.7,6.3,16.0,4.3,4.8,0.4,12.4,2.4,5.1,14.9,5.3,-0.8,11.3,20.6,3.6,14.6,170.2
546,0,12.9,5.4,20.6,3.9,14.3,3.4,3.5,-3.6,11.4,0.2,4.6,10.1,4.4,-3.9,10.3,18.8,0.5,12.2,167.9
547,0,12.2,4.6,19.6,3.2,12.4,2.4,2.4,-6.7,10.6,-2.4,3.3,6.1,2.2,-6.6,9.2,16.3,-0.9,10.6,166.3
548,0,12.8,5.7,19.6,2.6,12.2,0.7,2.1,-8.5,9.7,-5.8,-1.6,3.2,1.4,-8.8,8.2,12.9,-2.1,9.2,164.6
549,0,13.5,7.6,22.0,4.1,15.5,0.8,3.8,-7.6,8.7,-6.8,-5.4,1.4,2.9,-8.0,7.1,12.6,-1.9,9.2,165.0
550,0,13.7,9.0,25.6,7.6,20.4,2.2,7.2,-4.4,10.1,-4.1,-2.3,4.3,5.5,-5.0,7.1,15.6,0.1,11.8,168.5
551,0,13.3,9.8,25.3,9.1,21.3,2.4,9.4,-2.2,13.3,-0.6,3.5,9.4,7.6,-3.9,8.3,19.0,1.2,13.8,171.2
552,0,12.2,10.8,19.9,8.3,16.5,2.7,9.0,-1.6,15.0,2.0,7.0,9.2,6.4,-3.4,9.4,22.6,0.5,13.6,171.3
553,0,10.6,11.6,14.4,7.9,11.6,4.7,8.1,-1.3,14.9,4.0,9.3,8.3,3.0,-1.4,9.6,25.9,0.0,13.3,171.3
554,0,10.3,11.4,12.7,7.8,11.0,7.1,7.9,-1.0,14.0,4.7,10.7,15.8,1.5,-0.2,8.9,27.3,0.5,14.6,171.8
555,0,11.8,10.8,12.8,6.5,12.3,8.1,6.6,-2.1,10.6,3.0,7.8,21.7,1.0,-1.0,7.0,26.8,-0.2,15.4,170.1
556,0,12.9,10.9,11.8,4.7,13.0,7.7,3.9,-4.4,5.5,-1.1,1.4,13.7,-0.5,-1.9,4.6,24.8,-2.2,14.4,166.2
557,0,13.8,12.4,12.0,4.8,15.4,7.4,3.6,-5.0,4.2,-3.3,-1.3,4.5,0.0,-0.6,4.6,23.2,-2.1,14.5,165.1
558,0,16.4,15.3,15.5,7.2,19.3,9.0,7.2,-3.1,8.4,-0.6,2.4,8.1,3.8,2.3,8.4,24.6,1.4,17.6,168.7
559,0,18.9,17.8,18.2,8.7,21.1,10.8,10.5,-2.2,12.5,2.6,5.5,15.0,6.5,3.0,12.5,25.1,4.0,20.5,171.2
560,0,18.7,19.2,16.9,8.9,21.0,11.0,11.0,-3.4,13.1,2.6,5.4,15.7,6.5,1.6,13.4,22.2,4.4,21.1,170.3
561,0,16.3,19.2,12.9,9.5,20.5,10.9,9.9,-3.6,12.1,2.3,6.1,14.5,6.1,1.2,12.0,21.1,4.9,21.2,169.8
562,0,12.2,16.7,7.2,8.2,17.0,10.0,6.7,-3.9,10.2,1.9,6.6,12.4,4.3,0.1,10.2,22.7,4.0,20.1,169.6
563,0,7.2,12.7,1.0,3.7,9.7,7.1,1.4,-6.9,7.7,-0.8,4.5,9.7,0.3,-3.2,9.1,21.5,-0.1,16.8,167.5
564,0,5.0,10.1,-2.1,0.1,3.9,4.6,-1.4,-10.5,7.8,-3.4,3.3,10.7,-2.0,-5.4,10.5,17.0,-3.9,14.0,166.0
565,0,8.0,10.8,-0.2,0.7,4.3,5.1,-0.1,-10.9,11.5,-2.6,5.5,13.6,0.1,-4.6,14.0,15.2,-2.8,14.0,167.3
566,0,13.0,14.0,4.7,3.5,9.3,7.2,1.9,-8.6,13.6,0.6,6.2,12.8,2.5,-2.0,15.6,17.8,2.0,15.4,169.6
567,0,13.9,16.0,8.7,4.4,13.2,6.2,1.5,-7.3,11.2,1.7,2.5,9.2,1.6,-0.5,13.9,19.0,5.7,14.9,170.2
568,0,10.6,15.3,9.9,3.7,13.8,2.5,0.7,-7.7,9.2,-0.0,1.9,7.6,0.5,-1.4,13.4,16.2,6.9,13.5,170.1
569,0,8.8,14.4,10.3,4.3,13.9,1.8,1.8,-6.7,10.4,-0.6,5.4,8.5,2.0,-1.3,14.9,15.1,8.5,14.2,171.0
570,0,10.2,14.7,10.5,5.6,14.4,5.6,2.7,-3.9,11.2,1.5,3.1,9.9,3.1,0.8,14.5,17.7,11.2,15.9,172.0
571,0,10.2,14.7,9.8,6.1,13.5,8.7,1.2,-2.9,10.8,2.7,-3.0,9.1,2.7,1.2,12.9,17.7,12.5,14.9,171.7
572,0,8.0,13.7,9.4,5.3,12.6,8.4,-1.1,-4.6,11.1,0.3,-4.3,2.7,2.8,-1.1,12.9,13.3,11.9,10.9,170.3
573,0,5.9,11.6,10.1,3.9,13.2,6.2,-2.7,-6.7,10.9,-3.2,-4.5,-5.4,2.4,-3.2,12.7,10.8,10.4,7.1,169.2
574,0,4.6,8.4,10.6,2.7,13.3,3.5,-3.7,-7.9,9.5,-3.6,-6.6,-6.4,-0.0,-3.9,10.2,13.0,8.8,5.5,170.0
575,0,3.6,5.9,10.1,2.3,11.9,0.9,-3.5,-9.0,9.7,-1.8,-4.4,-2.7,-1.3,-4.2,8.3,15.9,8.4,4.8,172.2
576,0,5.1,6.6,10.6,3.7,11.9,1.1,-0.8,-8.7,12.9,1.0,2.0,0.7,1.7,-3.0,8.2,19.4,11.0,4.8,175.7
577,0,8.5,10.3,12.2,7.1,14.2,4.7,3.6,-5.7,16.8,5.0,5.7,5.9,6.3,1.0,8.7,24.3,15.3,6.3,180.2
578,0,8.0,11.8,11.5,9.0,13.0,6.5,5.6,-4.1,18.2,5.7,4.6,10.6,6.9,2.7,10.2,23.2,15.8,6.4,181.9
579,0,3.1,9.7,8.4,8.1,8.0,3.8,4.3,-5.9,17.1,1.3,1.1,8.3,4.3,-1.0,12.8,15.6,12.3,4.1,179.4
580,0,2.5,10.1,9.7,9.2,8.8,3.5,4.8,-5.0,16.9,0.2,-0.7,3.9,5.0,-2.8,14.6,14.9,12.7,4.8,178.5
581,0,8.5,14.7,16.6,14.5,17.5,9.2,9.4,1.1,18.9,6.3,0.9,7.2,9.4,3.8,15.0,25.1,18.7,10.1,182.3
582,0,13.2,17.8,20.9,18.6,22.6,14.6,12.4,5.4,20.6,11.5,3.8,14.5,10.8,11.7,15.6,32.6,22.4,12.9,185.4
583,0,13.1,17.8,20.2,18.9,20.1,15.2,12.1,4.6,21.5,11.2,6.7,17.2,8.9,12.5,17.5,31.7,21.0,10.8,185.0
584,0,12.2,18.2,20.8,19.0,18.1,14.4,12.6,3.3,22.7,10.0,8.9,17.7,8.5,9.2,19.4,31.1,19.6,9.3,184.6
585,0,11.4,18.6,24.2,20.1,20.0,13.7,14.7,2.9,22.8,10.1,8.2,19.0,9.7,7.7,20.0,33.2,19.8,10.5,184.9
586,0,9.4,17.2,26.4,19.9,21.6,11.0,15.4,1.2,21.3,8.0,7.2,15.7,10.5,6.9,20.2,30.5,18.7,10.9,183.9
587,0,9.4,17.3,27.3,19.9,22.5,9.4,15.4,-0.0,21.4,5.3,10.4,8.0,12.3,5.7,21.2,24.5,17.3,11.0,183.1
588,0,12.5,20.4,29.2,22.6,23.7,12.6,16.5,2.3,24.5,7.2,14.6,6.2,15.1,7.5,22.6,25.2,18.3,13.1,184.8
589,0,14.1,21.8,29.5,24.1,22.4,16.5,16.9,5.5,26.7,11.6,14.8,11.8,15.0,11.5,24.9,31.5,19.9,15.8,186.8
590,0,11.7,18.9,26.2,21.2,17.8,16.0,14.7,5.2,24.9,12.3,11.8,15.0,11.6,12.2,26.6,32.7,19.4,16.0,185.9
591,0,9.3,15.4,22.2,16.6,14.6,13.1,11.2,1.6,20.8,9.0,7.4,11.1,8.6,9.9,26.1,28.6,17.0,14.0,182.2
592,0,9.5,14.3,20.1,13.2,15.3,11.5,8.6,-2.5,17.2,4.8,2.5,5.2,7.8,8.5,24.7,25.3,14.0,11.4,178.2
593,0,11.2,14.5,19.9,11.4,18.2,10.3,8.3,-6.3,16.3,1.7,0.4,2.7,8.5,6.7,24.5,22.8,12.2,9.7,176.1
594,0,13.2,15.1,21.4,11.7,21.3,9.4,10.1,-8.8,19.1,1.4,3.3,4.7,10.7,3.2,26.1,21.7,13.1,10.3,176.7
595,0,14.2,16.9,23.7,14.8,22.1,11.7,12.5,-8.4,24.2,4.0,9.3,8.5,12.9,3.0,29.0,26.2,15.6,13.5,179.9
596,0,13.9,18.7,25.1,18.2,19.5,16.2,14.0,-5.8,27.8,6.8,14.1,10.8,13.4,7.6,31.4,32.2,17.1,17.4,183.4
597,0,13.5,18.1,24.5,18.1,17.2,17.3,14.0,-4.1,27.2,6.7,13.4,9.0,13.0,10.7,32.0,31.3,15.5,19.3,184.0
598,0,13.7,16.2,22.2,15.2,17.9,14.7,12.4,-4.2,24.2,5.4,6.8,3.7,13.0,8.8,30.7,27.0,11.2,19.0,181.6
599,0,13.2,15.5,20.6,12.9,18.6,12.5,11.2,-3.5,23.2,5.8,2.8,3.2,13.1,6.1,29.0,26.8,7.7,19.0,180.3
